원단구분,용도,혼용율,구성원사/번수,밀도,조직,후가공,상품명,단위면적당 무게,두께,경사 스트레치 강도,위사 스트레치 강도,바이어스 스트레치 강도
WOVEN,Outer,"COTTON 75%, NYLON 25%",,,,SMART WAX,YCN317-42,17.879,0.36,"[['5', '0.698'], ['10', '1.68'], ['12.5', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '1.25'], ['9', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.156'], ['10', '0.33'], ['15', '0.6'], ['20', '0.93'], ['30', '2.05'], ['0', '0'], ['0', '0'], ['0', '0']]"
WOVEN,Outer," COTTON 64%, NYLON 36%",,,,,YNC202-2(A/W),15.707,0.34,"[['5', '0.303'], ['10', '0.9'], ['15', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '1.156'], ['8', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.056'], ['10', '0.094'], ['15', '0.166'], ['20', '0.311'], ['30', '0.74'], ['0', '0'], ['0', '0'], ['0', '0']]"
WOVEN,Outer,COTTON 100%,,,,,YC606-32,18.333,0.44,"[['5', '0.325'], ['10', '1.069'], ['14', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.45'], ['10', '1.348'], ['12.5', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.056'], ['10', '0.106'], ['15', '0.182'], ['20', '0.265'], ['30', '0.575'], ['0', '0'], ['0', '0'], ['0', '0']]"
WOVEN,Outer,"NYLON 52%, COTTON 43%, POLYURETHANE 5%",,,,"PD, WR",SP14016,13.687,0.36,"[['5', '0.059'], ['10', '0.093'], ['15', '0.127'], ['20', '0.16'], ['30', '0.227'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.64'], ['10', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.06'], ['10', '0.093'], ['15', '0.123'], ['20', '0.167'], ['30', '0.245'], ['0', '0'], ['0', '0'], ['0', '0']]"
WOVEN,Outer,SILK 100%,,,,,F/W 4072,7.576,0.21,"[['5', '0.565'], ['10', '1.94'], ['11', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '1.2'], ['8', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.013'], ['10', '0.027'], ['15', '0.05'], ['20', '0.092'], ['30', '0.19'], ['0', '0'], ['0', '0'], ['0', '0']]"
WOVEN,Outer,"POLYESTER 84%, SILK 16%",,,,,프랑스 장미 자카드,16.212,0.51,"[['4', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.013'], ['10', '0.023'], ['15', '0.04'], ['20', '0.05'], ['30', '0.12'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Outer,"THERMOLITE 76%, POLYESTER 24%",,,,"RAISING, SHEARING",DS 831H 160G,15.253,0.92,"[['20', '0.027'], ['40', '0.057'], ['60', '0.08'], ['80', '0.102'], ['100', '0.117'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.16'], ['40', '0.46'], ['60', '1.64'], ['64', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.019'], ['40', '0.05'], ['60', '0.108'], ['80', '0.22'], ['100', '0.49'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Outer,"WOOL 78%, COTTON 22%",,,,,WOOL COTTON,28.737,1.42,"[['20', '0.019'], ['40', '0.051'], ['60', '0.09'], ['80', '0.131'], ['100', '0.174'], ['120', '0.218'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.65'], ['40', '0.288'], ['60', '0.812'], ['80', '1.823'], ['82', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.025'], ['40', '0.073'], ['60', '0.14'], ['80', '0.231'], ['100', '0.35'], ['120', '0.504'], ['0', '0'], ['0', '0']]"
KNIT,Outer,"POLYESTER 94%, POLYURETHANE 4%",,,,FLEECE,PTK-1378,26.566,1.08,"[['20', '0.15'], ['40', '0.35'], ['60', '0.52'], ['80', '0.73'], ['100', '1.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.06'], ['40', '0.12'], ['60', '0.21'], ['80', '0.3'], ['100', '0.42'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.03'], ['40', '0.1'], ['60', '0.2'], ['80', '0.33'], ['100', '0.51'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Outer,"COTTON 64%, POLYESTER 36%",,,,,J17-0880,24.798,1.14,"[['20', '0.026'], ['40', '0.07'], ['60', '0.116'], ['80', '0.157'], ['100', '0.198'], ['120', '0.233'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.094'], ['40', '0.283'], ['60', '0.65'], ['80', '1.427'], ['88.5', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.025'], ['40', '0.072'], ['60', '0.158'], ['80', '0.276'], ['100', '0.453'], ['120', '0.706'], ['0', '0'], ['0', '0']]"
KNIT,Outer,COTTON 100%,,,,,SLUB DOUBLE PIQUE,23.333,1.07,"[['20', '0.02'], ['40', '0.03'], ['60', '0.06'], ['80', '0.1'], ['100', '0.15'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.02'], ['40', '0.05'], ['60', '0.09'], ['80', '0.18'], ['100', '0.3'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.03'], ['40', '0.07'], ['60', '0.14'], ['80', '0.27'], ['100', '0.49'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Outer,"COTTON 75%, POLYESTER 25%",,,,,CP-177060R-3,27.273,1.06,"[['20', '0.07'], ['40', '0.16'], ['60', '0.26'], ['80', '0.42'], ['100', '0.63'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.18'], ['40', '0.76'], ['60', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.07'], ['40', '0.18'], ['60', '0.39'], ['80', '0.85'], ['100', '1.72'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Outer,"COTTON 82%, POLYURETHANE 18%",,,,ENAMEL CRUSHED,GAIN-1565,32.828,1.23,"[['20', '0.2'], ['40', '0.38'], ['60', '0.52'], ['80', '0.6'], ['100', '0.7'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.4'], ['40', '0.76'], ['60', '1.23'], ['79', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.21'], ['40', '0.45'], ['60', '0.78'], ['80', '1.61'], ['89', '2.05'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Outer,"POLYESTER 94%, POLYURETHANE 6%",,,,,16050C,30.758,0.88,"[['20', '0.07'], ['40', '0.15'], ['60', '0.24'], ['80', '0.34'], ['100', '0.45'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.06'], ['40', '0.14'], ['60', '0.24'], ['80', '0.36'], ['100', '0.52'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.04'], ['40', '0.1'], ['60', '0.17'], ['80', '0.26'], ['100', '0.38'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Outer,COTTON 100%,,,,,BACK TWIST F/TERRY,37.424,1.57,"[['20', '0.046'], ['40', '0.135'], ['60', '0.272'], ['80', '0.62'], ['100', '1.01'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.042'], ['40', '0.096'], ['60', '0.17'], ['80', '0.3'], ['100', '0.424'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.073'], ['40', '0.165'], ['60', '0.33'], ['80', '0.64'], ['100', '1.43'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Outer,"POLYESTER 95%, POLYURETHANE 5%",,,,"RAISING, SHEARING",MF-FD288,29.192,1.29,"[['20', '0.044'], ['40', '0.119'], ['60', '0.195'], ['80', '0.28'], ['100', '0.366'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.035'], ['40', '0.101'], ['60', '0.204'], ['80', '0.384'], ['100', '0.66'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.024'], ['40', '0.054'], ['60', '0.109'], ['80', '0.19'], ['100', '0.321'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Outer,"NYLON 78%, POLYURETHANE 22%",,,,,SP-M027A BRUSHED,29.697,0.91,"[['20', '0.25'], ['40', '0.44'], ['60', '0.63'], ['80', '0.89'], ['100', '1.13'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.18'], ['40', '0.33'], ['60', '0.51'], ['80', '0.76'], ['100', '1.1'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.19'], ['40', '0.34'], ['60', '0.54'], ['80', '0.8'], ['100', '1.1'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Outer,POLYESTER 100%,,,,,STNT18(SJ-60232),10,0.35,"[['20', '0.77'], ['40', '0.9'], ['60', '1.27'], ['75', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['10', '1.42'], ['20', '1.6'], ['25', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.82'], ['40', '1.18'], ['60', '1.83'], ['65', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Outer,POLYESTER 100%,,,,FOIL PRINTED,FPR-1118,23.434,0.58,"[['10', '0.34'], ['20', '1'], ['30', '1.66'], ['38', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.21'], ['40', '0.47'], ['60', '0.73'], ['80', '0.92'], ['100', '1.08'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.37'], ['40', '0.78'], ['60', '1.29'], ['80', '1.69'], ['97', '2.05'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Outer,POLYESTER 100%,,,,"W/PU COATED(BRUSHED BACK), WRAP KNIT DAZZLE",#180967,26.717,0.77,"[['20', '0.6'], ['40', '0.95'], ['60', '1.31'], ['80', '1.71'], ['94', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['10', '0.86'], ['20', '1.9'], ['24', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.66'], ['40', '1.07'], ['60', '1.52'], ['74', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Outer,"POLYURETHANE 54%, POLYESTER 46%",,,,,REO2 910#BK99+P,22.02,0.55,"[['20', '0.142'], ['40', '0.259'], ['60', '0.34'], ['80', '0.412'], ['100', '0.47'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.6'], ['39', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.172'], ['40', '0.323'], ['60', '0.45'], ['80', '0.61'], ['100', '0.82'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Outer,"POLYURETHANE 53%, POLYESTER 47%",,,,,REO287#NV01,26.616,0.66,"[['20', '0.213'], ['40', '0.376'], ['60', '0.52'], ['80', '0.64'], ['100', '0.74'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.82'], ['40', '1.95'], ['42.5', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.282'], ['40', '0.56'], ['60', '0.83'], ['80', '1.17'], ['100', '1.54'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Outer,"POLYESTER 52%, POLYURETHANE 48%",,,,,RSE729#BK99,28.687,0.67,"[['20', '0.133'], ['40', '0.256'], ['60', '0.371'], ['80', '0.49'], ['100', '0.584'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.6'], ['40', '2'], ['41', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.163'], ['40', '0.344'], ['60', '0.544'], ['80', '0.85'], ['100', '1.23'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Outer,"POLYESTER 80%, POLYURETHANE 20%, ",,,,,DRS28(B) 618#PP01+W,26.313,0.69,"[['20', '0.73'], ['40', '1.28'], ['60', '1.51'], ['80', '1.81'], ['95', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '1.29'], ['36', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.709'], ['40', '1.42'], ['52', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Outer,POLYESTER 100%,,,,,KCF-1127,26.616,1.49,"[['20', '0.028'], ['40', '0.06'], ['60', '0.087'], ['80', '0.108'], ['100', '0.127'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.9'], ['33', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.109'], ['40', '0.26'], ['60', '0.464'], ['80', '0.75'], ['100', '1.26'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Outer,"COTTON, POLY, POLYURETHANE",,,,,SHSF-017,29.495,1.1,"[['20', '0.06'], ['40', '0.107'], ['60', '0.154'], ['80', '0.212'], ['100', '0.28'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.069'], ['40', '0.132'], ['60', '0.202'], ['80', '0.3'], ['100', '0.432'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.037'], ['40', '0.072'], ['60', '0.117'], ['80', '0.17'], ['100', '0.24'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Outer,"POLY, POLYURETHANE",,,,,SHSF-014,27.677,0.86,"[['20', '0.08'], ['40', '0.2'], ['60', '0.34'], ['80', '0.52'], ['100', '0.74'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.07'], ['40', '0.16'], ['60', '0.25'], ['80', '0.34'], ['100', '0.45'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.06'], ['40', '0.14'], ['60', '0.23'], ['80', '0.36'], ['100', '0.55'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Outer,"POLYESTER 96%, POLYURETHANE 4%",,,,,KCF-2067 ST,31.717,1.55,"[['20', '0.03'], ['40', '0.09'], ['60', '0.167'], ['80', '0.255'], ['100', '0.334'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.04'], ['40', '0.108'], ['60', '0.2'], ['80', '0.33'], ['100', '0.5'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.03'], ['40', '0.08'], ['60', '0.167'], ['80', '0.28'], ['100', '0.44'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Outer,"POLYESTER 95%, POLYURETHANE 5%",,,,,KCF-16-008,29.444,1.1,"[['20', '0.04'], ['40', '0.08'], ['60', '0.14'], ['80', '0.19'], ['100', '0.24'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.04'], ['40', '0.08'], ['60', '0.13'], ['80', '0.2'], ['100', '0.3'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.02'], ['40', '0.05'], ['60', '0.09'], ['80', '0.14'], ['100', '0.22'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Outer,,,,,,,16.768,1.06,"[['20', '0.025'], ['40', '0.066'], ['60', '0.108'], ['80', '0.144'], ['100', '0.175'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.078'], ['40', '0.022'], ['60', '0.512'], ['80', '1.71'], ['84', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.025'], ['40', '0.073'], ['60', '0.175'], ['80', '0.411'], ['100', '1.42'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Outer,"POLYESTER 94%, POLYURETHANE 6%",,,,,KCF-16-123,23.99,1.31,"[['20', '0.06'], ['40', '0.14'], ['60', '0.217'], ['80', '0.283'], ['100', '0.366'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.05'], ['40', '0.087'], ['60', '0.2'], ['80', '0.292'], ['100', '0.416'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.036'], ['40', '0.09'], ['60', '0.167'], ['80', '0.272'], ['100', '0.421'], ['0', '0'], ['0', '0'], ['0', '0']]"
WOVEN,Active,NYLON 100%,,,,"PD, WR",SN-115C6AWSC0,3.434,0.07,"[['5', '0.52'], ['10', '1'], ['15', '1.42'], ['20', '1.7'], ['27', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.623'], ['10', '1.755'], ['11', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.013'], ['10', '0.043'], ['15', '0.083'], ['20', '0.17'], ['30', '0.374'], ['0', '0'], ['0', '0'], ['0', '0']]"
WOVEN,Active,NYLON 100%,,,,"PD, WR, TPS, A/WS",#1623 TPS A/WS,4.091,0.07,"[['5', '0.54'], ['10', '1.5'], ['13', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '1.2'], ['7.5', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.032'], ['10', '0.062'], ['15', '0.11'], ['20', '0.2'], ['30', '0.53'], ['0', '0'], ['0', '0'], ['0', '0']]"
WOVEN,Active,NYLON 100%,,,,"WR, AIRSHELL",#1003 WR,3.384,0.13,"[['5', '0.24'], ['10', '0.956'], ['15', '1.67'], ['19', '2.054'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.52'], ['10', '1.33'], ['14', '2.054'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.009'], ['10', '0.024'], ['15', '0.05'], ['20', '0.09'], ['30', '0.251'], ['50', '1.3'], ['0', '0'], ['0', '0']]"
WOVEN,Active,NYLON 100%,,,,"PD, WR, HW",#1623 HW,4.949,0.11,"[['5', '0.673'], ['10', '1.384'], ['15', '2.054'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.587'], ['10', '1.312'], ['14.5', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.19'], ['10', '0.287'], ['15', '0.35'], ['20', '0.45'], ['30', '0.9'], ['0', '0'], ['0', '0'], ['0', '0']]"
WOVEN,Active,"NYLON 82%, POLYURETHANE 18%",,,,"2L(WP5000/MVP5000), AIRSHELL",#1032 C2L,10.101,0.22,"[['5', '0.172'], ['10', '0.345'], ['15', '0.5'], ['20', '0.61'], ['30', '0.856'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '1.3'], ['19', '2.054'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.17'], ['10', '0.3'], ['15', '0.45'], ['20', '0.58'], ['30', '0.86'], ['0', '0'], ['0', '0'], ['0', '0']]"
WOVEN,Active,"NYLON 82%, POLYURETHANE 18%",,,,"PD, WR, DP, #1829 WIDE VER",#1840 DP,9.343,0.24,"[['5', '0.087'], ['10', '0.165'], ['15', '0.242'], ['20', '0.31'], ['30', '0.463'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.083'], ['10', '0.192'], ['15', '0.3'], ['20', '0.39'], ['30', '0.66'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.065'], ['10', '0.126'], ['15', '0.181'], ['20', '0.24'], ['30', '0.34'], ['0', '0'], ['0', '0'], ['0', '0']]"
WOVEN,Active,"NYLON 82%, POLYURETHANE 18%",N30D 2WAY,,,WR,#1826 WR,10.202,0.27,"[['5', '0.062'], ['10', '0.126'], ['15', '0.185'], ['20', '0.25'], ['30', '0.372'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.069'], ['10', '0.172'], ['15', '0.3'], ['20', '0.481'], ['30', '1.083'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.033'], ['10', '0.075'], ['15', '0.129'], ['20', '0.183'], ['30', '0.296'], ['0', '0'], ['0', '0'], ['0', '0']]"
WOVEN,Active,"NYLON 81%, POLYURETHANE 19%",,333*186,,"PD, WR",#1834,12.374,0.35,"[['5', '0.08'], ['10', '0.15'], ['15', '0.216'], ['20', '0.293'], ['30', '0.436'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.078'], ['10', '0.12'], ['15', '0.176'], ['20', '0.232'], ['30', '0.35'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.056'], ['10', '0.081'], ['15', '0.12'], ['20', '0.154'], ['30', '0.222'], ['0', '0'], ['0', '0'], ['0', '0']]"
WOVEN,Active,"NYLON 88%, POLYURETHANE 12%",,,,"PD, WR",#1711 WR,12.323,0.32,"[['5', '0.035'], ['10', '0.074'], ['15', '0.122'], ['20', '0.16'], ['30', '0.273'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.045'], ['10', '0.09'], ['15', '0.142'], ['20', '0.208'], ['30', '0.38'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.015'], ['10', '0.031'], ['15', '0.048'], ['20', '0.07'], ['30', '0.124'], ['0', '0'], ['0', '0'], ['0', '0']]"
WOVEN,Active,"NYLON 90%, POLYURETHANE 10%",,,DOUBLE,W/R,#1750,12.929,0.38,"[['5', '0.056'], ['10', '0.1'], ['15', '0.14'], ['20', '0.19'], ['30', '0.289'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.112'], ['10', '0.21'], ['15', '0.334'], ['20', '0.52'], ['30', '1.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.037'], ['10', '0.064'], ['15', '0.09'], ['20', '0.133'], ['30', '0.214'], ['0', '0'], ['0', '0'], ['0', '0']]"
WOVEN,Outer,"CORDURA 50%, COTTON 50%",,,,"PD, WR",SMV-112,13.939,0.33,"[['5', '0.3'], ['10', '1.6'], ['11', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['3', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.06'], ['10', '0.126'], ['15', '0.213'], ['20', '0.342'], ['30', '0.855'], ['0', '0'], ['0', '0'], ['0', '0']]"
WOVEN,Outer,POLYESTER 100%,,,,"PD, WR",MQ36-SH,15.253,0.3,"[['5', '0.37'], ['10', '1.56'], ['13', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['3', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.022'], ['10', '0.056'], ['15', '0.11'], ['20', '0.2'], ['30', '0.58'], ['0', '0'], ['0', '0'], ['0', '0']]"
WOVEN,Active,"NYLON 86%, POLYURETHANE 14%",,,,"PD, WR",#1752 PD WR,17.222,0.36,"[['5', '0.064'], ['10', '0.123'], ['15', '0.2'], ['20', '0.266'], ['30', '0.41'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.108'], ['10', '0.216'], ['15', '0.355'], ['20', '0.57'], ['30', '1.15'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.034'], ['10', '0.083'], ['15', '0.126'], ['20', '0.19'], ['30', '0.296'], ['0', '0'], ['0', '0'], ['0', '0']]"
WOVEN,Outer,"COTTON 63%, NYLON 37%",,,,"NATURALMIXTURE, PD, WR",YE223,17.172,0.37,"[['5', '1.1'], ['10', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.6'], ['10', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.093'], ['10', '0.2'], ['15', '0.3'], ['20', '0.5'], ['30', '1'], ['0', '0'], ['0', '0'], ['0', '0']]"
